[6730, 2707, 3483, 3988, 9236, 4465, 45, 842, 5092, 2925, 1713, 1020, 6587, 1166, 7433, 7458, 1998, 266, 7814, 82, 3949, 4014, 5539, 4076, 2786, 2646, 5856, 4152, 7452, 4707, 3173, 2647, 3192, 6800, 3474, 1983, 3066, 8989, 8115, 5016, 766, 335, 9988, 6955, 793, 8625, 1500, 5665, 9563, 1381, 396, 5111, 2990, 8192, 3770, 4651, 2967, 1399, 984, 4313, 2129, 9564, 7079, 770, 3473, 6115, 2056, 3015, 3332, 2058, 7302, 1674, 6852, 9032, 6167, 9854, 7552, 5851, 6462, 8874, 8147, 9579, 1025, 327, 1584, 9246, 4638, 9335, 6026, 6161, 4788, 3393, 2386, 8798, 5290, 8694, 9265, 2655, 8421, 8435]
[8864, 8048, 3392, 6778, 4868, 4670, 2199, 5162, 217, 5509, 5273, 2254, 946, 3170, 3996, 4652, 7272, 6289, 5357, 182, 9980, 676, 4132, 9346, 76, 7636, 9768, 5684, 633, 2625, 3885, 7238, 164, 7333, 2386, 1679, 9960, 2707, 5401, 4227, 1118, 9586, 8083, 2532, 3716, 2835, 7880, 4264, 2015, 4915, 8097, 1308, 8926, 720, 9561, 7225, 2311, 3768, 278, 6344, 1134, 3391, 4756, 4257, 3387, 8502, 2945, 2244, 6517, 2081, 1130, 2296, 5941, 1526, 2992, 3712, 6818, 3525, 943, 5966, 1296, 9999, 9059, 552, 9190, 6084, 5575, 9481, 6540, 6353, 5178, 8707, 7462, 4087, 5864, 9936, 6619, 3904, 990, 857]
[9522, 4887, 7665, 5442, 3907, 1562, 8789, 6070, 6210, 4751, 1990, 872, 52, 2323, 66, 2761, 4084, 178, 9863, 9865, 6551, 7327, 9168, 6306, 6151, 2212, 333, 2257, 3954, 9954, 5455, 4073, 5919, 3502, 7141, 1477, 8702, 9362, 8245, 8018, 1700, 1844, 8273, 8118, 4364, 3857, 8260, 5938, 4697, 4340, 6416, 5203, 682, 5396, 4268, 8326, 2778, 6445, 9065, 8967, 5277, 7322, 1535, 3134, 8531, 6823, 9211, 6802, 9547, 4639, 3556, 5331, 580, 8687, 4107, 4702, 306, 6621, 6991, 3732, 9018, 332, 3879, 3875, 4757, 6017, 7348, 3260, 8939, 2446, 9235, 4198, 6957, 561, 8660, 9443, 5990, 905, 2043, 6609]
[9914, 6970, 6285, 2888, 1588, 918, 2597, 5145, 3890, 7919, 9597, 5051, 7774, 5925, 448, 4522, 2563, 8807, 6949, 7239, 7509, 6115, 669, 5294, 1395, 6202, 513, 8474, 4769, 6963, 1218, 4530, 151, 695, 1783, 9171, 4091, 9530, 7748, 3134, 9535, 2634, 2530, 459, 9114, 1543, 6061, 6677, 4896, 2326, 2972, 8048, 6608, 8463, 7170, 5015, 4986, 8623, 732, 3239, 2920, 1567, 87, 9557, 7609, 9307, 5693, 3291, 231, 7151, 8857, 3953, 9979, 5131, 7885, 9441, 8248, 9389, 3528, 5773, 2296, 5349, 2689, 2985, 4761, 6615, 206, 646, 5566, 7755, 2661, 2753, 2474, 966, 2601, 1417, 232, 681, 9978, 906]
[471, 634, 3184, 1461, 8497, 285, 7652, 9194, 9075, 5519, 1369, 5482, 5234, 7900, 9219, 2630, 9297, 6077, 6097, 2226, 3124, 4409, 3397, 1399, 7411, 7500, 5463, 6094, 4316, 5728, 995, 7243, 4223, 5029, 9235, 3410, 4871, 9459, 1293, 7685, 2187, 4190, 7054, 8581, 5828, 4190, 9167, 2315, 4792, 9707, 6622, 5947, 1962, 5334, 3903, 1513, 8415, 6509, 2165, 3851, 1502, 8283, 4857, 7458, 5665, 5101, 502, 5744, 9652, 4514, 1508, 2230, 1619, 5170, 4288, 3688, 8588, 8798, 2744, 7797, 5993, 1121, 1523, 9980, 9923, 6346, 3484, 8590, 5386, 5678, 8461, 2994, 2381, 6310, 8749, 4292, 6057, 3604, 2769, 4716]
[5419, 8322, 1745, 5878, 3108, 7864, 2759, 5651, 5555, 241, 6053, 118, 7775, 4547, 4933, 3816, 7036, 2195, 940, 5055, 5284, 7225, 860, 908, 8097, 7691, 3611, 3068, 1147, 6340, 6860, 434, 8431, 5382, 7395, 266, 8727, 8174, 6886, 2125, 6383, 9416, 4895, 6710, 561, 4419, 1948, 9054, 4766, 9085, 3314, 363, 6637, 5937, 5317, 1027, 9856, 1465, 4404, 7335, 4594, 4507, 1042, 6911, 1136, 7759, 868, 9761, 1911, 7616, 7105, 3336, 7976, 3952, 4758, 5396, 6874, 9398, 632, 7790, 8612, 3810, 9285, 5985, 418, 1697, 74, 3933, 1556, 7169, 354, 5041, 709, 1222, 3826, 3010, 4364, 1094, 2288, 9516]
[180, 1821, 5105, 7398, 9789, 6344, 8635, 1937, 8643, 6634, 4630, 8711, 4723, 3164, 2739, 3779, 2775, 9803, 95, 4692, 3665, 3070, 7003, 959, 7812, 8951, 7969, 47, 5453, 4299, 9636, 8611, 9173, 2173, 3822, 5990, 3681, 6177, 7784, 613, 4910, 2445, 2012, 5351, 6837, 637, 5071, 2176, 9863, 5597, 601, 2946, 8332, 8635, 8224, 525, 729, 5470, 3084, 2347, 1165, 617, 1140, 4181, 9123, 5088, 2822, 661, 5012, 9840, 7118, 2027, 7635, 2860, 8434, 3478, 4835, 8488, 9971, 3607, 9966, 8776, 463, 5122, 6738, 7520, 3641, 8260, 8658, 1652, 5683, 4592, 579, 3064, 9281, 9912, 5111, 4027, 3702, 935]
[769, 2347, 2091, 4634, 4115, 1055, 7284, 1846, 7846, 1370, 7124, 656, 1948, 722, 7457, 4157, 8461, 4684, 7731, 6016, 5903, 3610, 79, 6648, 2023, 6304, 3521, 4797, 1216, 2794, 3789, 9618, 8813, 8127, 2768, 8448, 1509, 425, 3745, 5177, 2993, 3913, 4991, 4181, 6996, 5601, 4795, 1248, 6967, 8510, 7236, 9859, 757, 5707, 9734, 3950, 4466, 9970, 760, 3958, 955, 8262, 2735, 6371, 3454, 2986, 1391, 6005, 5068, 1276, 8498, 462, 3278, 5508, 1940, 3881, 3067, 9748, 2293, 338, 6963, 1147, 4828, 8223, 3657, 3146, 7007, 1899, 2405, 7356, 1356, 3229, 6266, 3057, 4588, 7340, 5760, 6459, 3642, 8463]
[951, 3812, 7790, 2489, 3056, 5128, 5169, 5006, 563, 7979, 2946, 5384, 5119, 3155, 6149, 9307, 2646, 22, 2907, 9189, 2875, 6453, 1824, 8347, 8826, 2318, 7106, 3870, 6762, 4078, 6699, 8905, 9369, 6826, 7409, 1797, 2914, 7331, 5909, 8748, 3218, 6003, 9842, 7969, 6328, 8210, 6066, 8343, 587, 1662, 2879, 6073, 9322, 9654, 5618, 4812, 4575, 2660, 6038, 296, 5650, 7749, 5836, 1732, 2792, 5987, 2252, 371, 5009, 7110, 2993, 6239, 9196, 6046, 4649, 2997, 4410, 8197, 4822, 6758, 1489, 7641, 3157, 9261, 5244, 8412, 9105, 9887, 4937, 6086, 8417, 2337, 2903, 6949, 2975, 2152, 9527, 9958, 8398, 2656]
[2475, 6175, 6459, 6818, 9752, 4631, 6963, 9731, 2113, 1325, 8006, 2907, 8298, 4630, 6086, 9336, 8043, 1149, 8143, 7395, 4049, 2823, 6787, 4636, 936, 4854, 3904, 2955, 9106, 47, 3118, 1385, 8095, 5141, 6688, 7630, 3406, 5015, 2822, 6461, 2847, 2372, 1976, 6713, 5351, 8632, 6961, 8329, 9614, 9529, 6065, 3956, 9635, 9251, 603, 1496, 4954, 5813, 7624, 9160, 452, 9886, 7950, 955, 9018, 8038, 1466, 1084, 526, 8210, 5817, 2905, 4325, 4157, 25, 5194, 7519, 6049, 4058, 6806, 5651, 4105, 9205, 4583, 6394, 9685, 9146, 4548, 4608, 8629, 93, 9048, 7248, 7373, 4648, 6338, 1399, 1210, 1887, 5881]
[9020, 3226, 7929, 5435, 5182, 77, 3698, 6767, 9488, 9872, 6841, 9836, 4823, 7504, 5369, 2972, 835, 942, 852, 10000, 5118, 4525, 6473, 1193, 8770, 7105, 6685, 794, 4132, 1646, 8922, 3275, 9115, 4633, 381, 410, 3429, 693, 1928, 7415, 971, 9591, 4080, 3777, 3145, 8095, 2396, 6378, 4654, 5236, 3853, 5404, 2644, 8264, 2543, 4906, 5555, 4142, 8875, 5948, 3124, 3240, 6862, 1140, 4297, 3399, 3024, 4603, 5247, 7960, 1594, 7578, 2430, 9165, 8627, 9312, 5807, 9431, 6417, 6215, 4164, 301, 3491, 643, 6742, 7075, 5799, 7417, 1835, 5046, 1836, 1863, 4870, 6451, 7701, 6372, 9731, 4997, 8471, 798]
[7229, 612, 1488, 5314, 619, 9789, 9351, 6403, 5708, 2605, 7497, 9946, 6825, 4477, 429, 3882, 6103, 6563, 2661, 5992, 846, 9288, 7576, 9433, 2168, 9905, 7423, 3697, 1992, 1206, 6308, 3637, 3306, 1149, 8017, 6883, 3730, 454, 1323, 8857, 2130, 6665, 9080, 3427, 8214, 3054, 4456, 6214, 5817, 6412, 9890, 275, 1541, 5745, 5603, 8665, 4944, 3837, 4061, 8888, 5181, 920, 4950, 6710, 782, 5718, 8718, 1212, 6167, 4692, 375, 504, 6610, 5386, 3136, 859, 7623, 7398, 6135, 5808, 2453, 2672, 7304, 4002, 5664, 7167, 6866, 8547, 1511, 9286, 6406, 5557, 2052, 7296, 962, 3773, 9255, 6147, 533, 5812]
[3541, 8604, 1357, 8011, 2522, 3611, 2565, 6829, 7496, 3508, 6324, 4993, 7305, 2945, 9016, 699, 3370, 1420, 1102, 3974, 9507, 9211, 3091, 5180, 3691, 577, 5493, 3519, 7398, 4150, 8350, 5617, 815, 1471, 5946, 8204, 3509, 5900, 6354, 7365, 6401, 3975, 9475, 6562, 8048, 144, 6828, 3712, 188, 9353, 6385, 5524, 6380, 4982, 4263, 129, 3546, 1499, 6707, 7045, 8886, 6460, 5648, 5870, 4026, 7323, 7548, 2827, 6130, 7404, 2025, 5982, 3612, 2374, 1279, 3097, 1854, 3348, 109, 4246, 644, 3345, 5897, 4881, 5324, 4673, 4036, 9708, 9232, 2325, 2579, 1156, 4930, 1979, 4699, 5968, 7493, 3378, 5224, 2264]
[9772, 1781, 4258, 7736, 2329, 806, 6983, 1519, 5263, 8741, 1279, 6294, 8743, 9951, 226, 8919, 6920, 7039, 8830, 1441, 6357, 4191, 8141, 2251, 3987, 2429, 8730, 8426, 8630, 2843, 6747, 5604, 5565, 827, 2125, 7428, 7466, 5242, 4623, 9523, 4158, 5138, 2825, 8651, 5917, 2565, 9924, 4467, 6939, 8967, 9853, 526, 3361, 5807, 2621, 7084, 1802, 8627, 6999, 4447, 2535, 9909, 6233, 1094, 965, 5922, 9743, 249, 9044, 9362, 9227, 7583, 7421, 8217, 9283, 9584, 746, 3539, 2359, 8634, 2162, 2181, 1102, 3930, 1136, 4478, 3425, 9486, 7672, 5635, 5115, 5437, 2377, 4929, 3863, 8663, 2490, 6107, 2538, 8447]
[216, 2462, 5995, 5526, 9325, 817, 3748, 7388, 9480, 2604, 8629, 761, 7624, 7066, 1531, 4836, 3907, 7566, 5162, 5736, 4428, 9283, 4205, 4165, 5509, 9264, 2341, 6895, 1501, 5946, 3934, 8601, 9977, 8905, 7800, 9328, 7298, 9746, 1298, 3872, 4508, 3613, 1795, 8773, 3627, 1757, 6463, 8987, 3669, 8915, 7220, 592, 9685, 1180, 392, 3824, 7527, 5983, 3112, 8683, 9468, 1127, 471, 5044, 6376, 6491, 9073, 1236, 2731, 9472, 2223, 3377, 9898, 2180, 6192, 5202, 5521, 1909, 3681, 9927, 3245, 380, 3092, 154, 3644, 7622, 8950, 6803, 219, 836, 1121, 6824, 5372, 1236, 8478, 6457, 6649, 3146, 770, 9429]
[8327, 4810, 4392, 7055, 9648, 9061, 9109, 4395, 9007, 4071, 7851, 7377, 2797, 1664, 9424, 937, 9545, 5777, 6619, 2670, 5910, 6577, 2822, 5389, 4861, 3389, 4807, 6088, 1731, 1687, 4547, 8528, 7431, 5572, 1543, 5549, 9719, 76, 7149, 6322, 6123, 3959, 8327, 7958, 5526, 9127, 5018, 4839, 806, 5480, 6471, 8282, 1424, 9609, 1966, 6945, 9029, 678, 8087, 826, 3919, 2490, 3331, 416, 7456, 9322, 1787, 5629, 4523, 1692, 1140, 4018, 6501, 4768, 1795, 4379, 5175, 7602, 5114, 8890, 7219, 1272, 8897, 304, 8456, 6103, 3479, 9182, 328, 46, 7737, 892, 8921, 541, 3787, 5618, 8073, 1048, 5472, 1050]
[2884, 1180, 520, 9273, 9915, 8420, 3255, 396, 3382, 9747, 874, 8741, 8141, 5201, 1510, 2193, 2102, 5116, 5323, 7918, 2615, 6191, 6826, 145, 5088, 8818, 288, 2299, 7960, 5326, 8917, 5150, 1450, 3985, 6818, 1399, 1744, 8909, 7626, 3581, 8689, 7251, 5921, 4653, 773, 2370, 8804, 9748, 2147, 6833, 5916, 8350, 2814, 8928, 1892, 8332, 2295, 9934, 1438, 8236, 6499, 3958, 4390, 4568, 4328, 6460, 5992, 4536, 1302, 5656, 6924, 3548, 7410, 7099, 1863, 8065, 9402, 5638, 9938, 3589, 5220, 6818, 3667, 6267, 9816, 9686, 4802, 5461, 8376, 6645, 5086, 7175, 1216, 7946, 9321, 7065, 2317, 6853, 6595, 6233]
[1932, 2358, 4574, 2731, 3980, 887, 967, 1256, 1525, 6460, 8505, 7865, 336, 9009, 8465, 6930, 1729, 3836, 813, 6826, 4718, 8695, 4759, 6689, 1689, 6327, 471, 6634, 1523, 3158, 694, 6591, 8371, 2611, 6727, 2432, 8639, 5600, 2055, 6091, 2699, 3235, 3020, 5174, 4684, 6444, 7293, 279, 8423, 6415, 6213, 9032, 6289, 1580, 3173, 894, 7814, 8398, 9855, 9305, 9984, 5778, 3779, 9726, 5841, 4342, 8874, 1246, 2474, 1603, 6822, 68, 470, 9058, 5999, 4951, 7673, 7416, 2963, 916, 1100, 3175, 2696, 9604, 312, 6949, 3627, 3833, 8028, 8296, 2402, 2846, 2400, 8755, 8468, 8774, 5331, 5733, 5289, 9094]
[6945, 600, 5010, 9283, 8708, 1784, 8468, 5814, 2013, 2652, 5267, 3065, 8942, 3430, 8398, 8125, 1460, 8976, 1722, 6428, 7066, 7605, 6824, 5680, 5468, 6978, 9043, 3189, 3227, 4282, 5605, 7564, 6548, 7870, 474, 2376, 5030, 8995, 7523, 1680, 9371, 2992, 629, 3120, 8843, 9220, 7622, 6232, 1346, 9730, 2785, 3613, 2646, 8710, 4144, 3701, 5730, 6717, 2822, 8957, 6527, 1607, 723, 5988, 5934, 3203, 4268, 1783, 1460, 6204, 6235, 4726, 3570, 7924, 5050, 3421, 9889, 1285, 7461, 5816, 5090, 7280, 3986, 6308, 8684, 5606, 9737, 9392, 145, 1707, 5215, 2977, 2369, 4814, 4306, 1371, 5707, 2006, 8037, 9676]
[6226, 7063, 305, 124, 3624, 2707, 6019, 4588, 1200, 2281, 3570, 8560, 1838, 8300, 8953, 448, 3448, 9271, 3441, 5646, 3026, 3862, 8471, 6434, 439, 6, 836, 7289, 5856, 1254, 2282, 5261, 6808, 5465, 9836, 2189, 6147, 942, 1240, 8093, 7473, 924, 722, 9407, 202, 1747, 308, 908, 3112, 5266, 7855, 9595, 580, 2391, 8207, 7732, 4853, 5463, 3356, 1317, 744, 2093, 307, 5319, 2398, 6035, 5725, 3581, 4732, 4557, 2381, 6476, 4020, 8656, 9787, 2533, 3646, 5026, 6260, 6934, 8199, 7230, 6735, 5990, 3100, 4715, 2788, 4829, 2444, 4593, 6911, 6472, 2914, 7854, 9021, 4934, 5776, 9099, 9838, 5314]
[1160, 4717, 3473, 9670, 7333, 1909, 7654, 7727, 3573, 8783, 8547, 5845, 6997, 5118, 8000, 1363, 5332, 6414, 791, 6279, 2294, 5268, 9109, 829, 5959, 5462, 5659, 3255, 2694, 3386, 9182, 3831, 2758, 7889, 147, 7866, 196, 3048, 5637, 2633, 8984, 5147, 3773, 648, 9977, 588, 2037, 3734, 2424, 2278, 5694, 5733, 8777, 2856, 6610, 1257, 5065, 4278, 6836, 1439, 3055, 2937, 9192, 5450, 3257, 85, 1720, 5948, 3239, 7248, 7802, 4499, 6642, 6267, 6287, 9692, 2124, 507, 1305, 8837, 1393, 8621, 7175, 1972, 6104, 7927, 8616, 6236, 7026, 8615, 4278, 8849, 9841, 9204, 4398, 9605, 8124, 2294, 7569, 9668]
[1244, 2247, 3406, 2031, 3457, 8654, 433, 7593, 853, 6561, 8863, 3129, 335, 3848, 5849, 6075, 3628, 1535, 5399, 7549, 4606, 3371, 1805, 5032, 1643, 9912, 2660, 4096, 6701, 8974, 1566, 3700, 8424, 6099, 656, 8313, 9733, 6582, 8810, 2187, 5624, 6908, 4661, 1873, 2440, 8497, 8125, 2227, 3602, 6800, 9242, 9572, 1831, 847, 5293, 7006, 5399, 5020, 4971, 3997, 4215, 4539, 4068, 3604, 4552, 3160, 8075, 9280, 7391, 7969, 2516, 2512, 2585, 2551, 3301, 9066, 9394, 9916, 1955, 6673, 6315, 7697, 8068, 3459, 1271, 6632, 2616, 2435, 4218, 9669, 1691, 489, 627, 8714, 9004, 8785, 2199, 2301, 2675, 7922]
[199, 9730, 8648, 8975, 5986, 2907, 6988, 3810, 6376, 1225, 6626, 6270, 2128, 6415, 9584, 3326, 3292, 9271, 8739, 426, 6609, 5871, 9124, 8895, 4234, 320, 2155, 306, 8988, 2166, 9865, 3008, 6003, 81, 6443, 312, 782, 1078, 6729, 5992, 8868, 9311, 7117, 9337, 8506, 6184, 7007, 3499, 3347, 7169, 8353, 8976, 7313, 6594, 5541, 6370, 722, 5507, 6867, 974, 9955, 6097, 3403, 228, 123, 7176, 6425, 1606, 2802, 2831, 5529, 8110, 1256, 7839, 3453, 3235, 9600, 281, 8872, 6798, 3305, 9767, 5905, 1057, 8765, 1686, 3911, 179, 1100, 2483, 7058, 6000, 5276, 3688, 62, 2757, 775, 1940, 7212, 4070]
[7789, 779, 4106, 4641, 2941, 6205, 2156, 1789, 7561, 4219, 9273, 7202, 7198, 1926, 565, 2663, 8100, 4484, 7838, 1694, 3829, 2483, 666, 3849, 3511, 819, 3827, 7913, 3904, 240, 7235, 1996, 8373, 9462, 34, 4398, 9093, 4468, 4122, 9913, 2816, 471, 2270, 9418, 594, 9226, 6647, 5991, 3692, 6830, 2373, 1858, 8191, 6439, 560, 2040, 6623, 4842, 9891, 8897, 4771, 79, 631, 8273, 8108, 562, 425, 2031, 9161, 6075, 7657, 1694, 2912, 7882, 1693, 5056, 3802, 8186, 5674, 1352, 1975, 755, 9342, 4787, 2302, 1272, 6273, 2057, 7820, 1800, 4914, 5936, 8503, 2233, 9469, 4000, 5338, 5671, 6971, 8411]
[4183, 4534, 2073, 6168, 20, 1489, 7620, 1709, 3800, 9648, 847, 780, 4561, 9855, 3110, 7961, 3199, 56, 7101, 7983, 4317, 2688, 6182, 3088, 1928, 2888, 1401, 4108, 1615, 4146, 5632, 5634, 4353, 2217, 9566, 3991, 3603, 9750, 2531, 6963, 3809, 8274, 4199, 8306, 7313, 5826, 5455, 1458, 9784, 5044, 8831, 9554, 6687, 2816, 6742, 1639, 3164, 8830, 9586, 6694, 8570, 5676, 1764, 9703, 6498, 8441, 6290, 9498, 3519, 4092, 498, 5068, 9186, 3216, 6264, 3221, 1952, 5026, 2738, 8909, 6980, 8158, 2631, 7210, 7291, 537, 7195, 3061, 8702, 8839, 6415, 5501, 6676, 4284, 8822, 145, 5483, 1565, 4369, 9365]
